id,verb,object,detail
1223,find,duplicate file,all type
1223,find,convenient file type selection guide,file
1223,search,specific type,such a music video email image open office document
1224,scan,multiple folder,your computer
1224,drive,a time,any removable storage device
1224,support,such a usb flash drive iphone ipod psp zune player camera,NA
1225,free,your disk space,clutter
1225,reduce,size,time
1225,speed,file indexing,your computer performance
1226,exclude,system file application file,file
1226,avoid,system crash,critical file
1227,write,sd card,usb
1228,add,a many folder,the program
1228,replace,file,NA
1229,add,a many file,a source file
1230,define,what file,file size file date
1231,replace,the history function,NA
1232,print,your history file,network
1233,save,replacement project,NA
1234,arrange,your data,type
1234,arrange,a hierarchy,label
1235,search,your data,name rating date
1235,open,type label artist actor duration,NA
1236,rate,your data,comment
1237,fill,information,your data
1237,retrieve,the internet,poster preview
1237,take,the video list,actor director producer writer synopsis comment rating
1238,play,your medium,an integrated or external medium player
1238,play,your tv,internet box
1239,explorer,file,tab
1240,surlignage,the file,their extension
1241,fast,outline,the photograph textual file
1242,filter,the list,the file
1242,find,a file,NA
1243,decompression,the file,the format
1244,calculation,the size,your file
1246,management,the favorite file,NA
1248,control,the file,NA
1249,editor,tag,NA
1250,manage,file directory,drive
1251,use,window explorer,NA
1254,clear,all temporary file,NA
1255,launch,file,detection
1255,launch,removable medium,NA
1256,customize,the view font background,tag color
1257,set,the minimum and maximum tag size,NA
1258,customize,filter,file extension
1259,folder,column,NA
1260,show,any column,NA
1262,icon,the notification area,NA
1263,move,file,directory
1264,check,the synchronization state,the file
1265,copy,only the newer file,a other directory
1266,open,file,doubleclick or popup menu
1266,open,external program,NA
1267,rename,file,popup menu
1268,progress,dialog,file
1268,delete,directory,NA
1269,manager,all your movie tv show,import new file
1270,scrape,the movie,the tv
1270,db, im cinefacts videobuster,ofdb logo cleararts
1270,scrape,fanart tv,NA
1271,create,nfo file,use
1271,create,kodi,extensive configuration option
1272,mediaelch,open source,continuously feature suggestion
1272,make,our community,NA
1273,prevent,file deletion,NA
1274,recordthe,directory,the deleted file
1274,delete,a the action,NA
1275,auto,tag file,folder user
1275,define,rule,NA
1276,use,virtual folder,regular folder
1277,work,file folder,url
1277,include,gmail,NA
1278,manage,multi file project,network drive
1280,find,clean file,NA
1281,search,your file,NA
1282,access,your file,different path
1283,combine,virtual folder,file
1284,organize,volume folder,category
1285,browse,zip arj rar cab arc ace lzh,tar archive
1286,add,comment,each file folder
1286,add,disk,NA
1287,search,file,folder
1287,use,a filename,your own comment
1287,use,wildcards,the search result
1287,limit,date size,category
1288,search,file,archive
1289,extract,description,tag
1289,include,wav wma,vorbis file
1290,extract,cd information,cddb
1291,extract,description,html adobe acrobat pdf
1291,extract,microsoft office file,NA
1292,multilanguage,interface,language
1293,load,file content,folder
1293,load,subfolders,NA
1294,display,the length and bit rate,file
1295,file,name size type date duration,bit rate
1296,copy,all information selected item,NA
1297,export,all information selected item,mht web archive generic xml
1297,select,xml,defined xslt template
1298,support,utf encoding mode,NA
1299,file,viewer express search,many common file type
1299,file,group,file type display print
1299,send,the internet,NA
1300,display,picture video sound music text file document datasnap database file,your computer
1301,picture,file type,jpg gif uncompressed tif tiff bmp ico pcx wmf emf psd png tga
1302,view,text,doc word htm html
1302,shtml,shtm asp pnp pdf rtf wri sys bat bak lst ini,wps cd datasnap file
1303,find,phrase letter,number
1303,find,text file,NA
1304,quick,color editing,resizing
1304,quick,picture,image
1305,play,wav,wmv avi mpg mpeg mov flv
1306,separate,multiple play list,music and video file
1307,feature,a contrast brightness resize,NA
1308,quick,print,picture text document database access
1308,excel,datasnap cd file,file viewer express
1309,print,a list,all occurrence
1309,print,a file,searchable file type
1309,save,a text file,NA
1310,send,file,file viewer express
1310,find,e mail,a stand alone e mail program
1310,use,a outlook express,NA
1311,receive,file,the internet
1311,receive,same e mail tab,NA
1312,organize,any number,file
1312,organize,group,your own file database
1312,define,easy tabular,quick location
1312,view,retrieval,frequently used file
1313,view,cataloged file,name description search word
1313,catalog,group,NA
1314,organize,your entire disk,one procedure
1314,group,file,a picture sound
1315,music,video text document database,sheet
1315,use,file,NA
1316,set,your own style,window list box entry field
1316,set,thumbnail,NA
1317,help,text,easy program use
1318,window,explorer style interface,supported file
1319,support,source view,adobe pdf file
1320,window,version view,datasnap sqllite database file
1321,create,slide show,photo album
1321,create,music,play list
1322,organize,picture,photo album video
1322,organize,music,play list document text
1323,get,photo,the internet
1325,recursive,calculation,directory structure
1326,result,list,any checksum type
1328,display,hexadecimal or mime compatible mode,NA
1329,display,detailed file property,attribute size
1330,result,list,a csv
1330,save,html,NA
1332,statistic,computation average speed rate file size,NA
1333,display,a time consuming computation,NA
1334,abort,the calculation,NA
1335,checksum,calculation,a very big file
1336,maintain,an ini file,the current user s application data directory
1337,compare,file content accurate result,NA
1338,high,speed comparison,NA
1339,use,only need,result
1340,drive,folder s file size,type
1341,save,the result,NA
1342,exclude,path,NA
1343,operate,the result,NA
1344,fast,filter,the duplicate file
1344,filter,size,NA
1345,result,size,descending order
1346,mark,the adjacent duplicate file group,different color
1347,reset,attribute,NA
1348,copy,manipulate date time stamp,NA
1349,insert,date time information,file name
1350,ideal,tool,your document
1351,use,custom filter template batch process file search file mask,shift date time print folder content
1352,handle,folder,the moment
1352,exist,a usb stick,the usb
1352,become,the sync,NA
1353,be,no limitation,the folder
1353,be,the network,NA
1354,ignore,subfolders,NA
1355,let,the application,NA
1356,log,all the event,NA
1357,sync,jpg file,example file
1357,start,photo unlimited filter rule,folder
1358,handle,file collision overwrite,a new file
1358,create,skip,NA
1359,create,subfolders,photo
1359,manage,example,theese
1360,add,a new file prefix,NA
1361,move,file,a folder
1361,move,a any file,all the above possible parameter
1361,contain,the file,one or unlimited amount
1363,import,eml file,window live mail window mail outlook
1363,express,mac mail,NA
1364,import,eml,mac mail
1364,import,accurate email property,cc bcc
1365,preserve,all formatting text html,eml file
1366,batch,bulk mode,eml
1366,import,mac mail,NA
1367,split,a file,size
1368,split,a file,number
1369,split,a file,segment
1370,merge,the ripped unit,the file
1371,have,many option,folder
1371,place,the folder name,NA
1372,allow,the changing,an existing numbering
1372,insert,new folder,numbering remove folder
1372,exist,numbering,the parameter
1372,change,the numbering,NA
1373,add,the folder name,different date time format
1374,like,file name,also folder name
1374,have,an extension,many folder
1374,change,this functionality,the existing folder extension
1374,keep,a part,the folder name
1374,add,a new one,NA
1375,cover,the most usual requirement,the option
1375,apply,this function,extension
1376,extend,a prefix,suffix
1376,change,the actual core,NA
1377,replace,new character,underline
1378,insert,charakter string,free choosable place
1378,insert,the folder name,the possibility
1378,select,the counting,the beginning
1378,start,the end,the file name
1379,move,folder name,new position
1380,provide,the functionality,folder name
1380,assemble,a specific schema,normal text
1380,take,the file name,element tag
1381,determine,a list,this winfr folder
1381,create,customary spreadsheet program,NA
1382,change,folder attribute,attribute
1382,change,date time,folder
1383,create,a folder list,a list
1383,create,folder,winfr folder
1384,open,folder,dialogue
1384,open,drag,other application
1384,drop,the window explorer,mean
1385,define,filter,the open dialog
1386,limit,the system,NA
1387,sort,the preview,the column header
1388,manual,sorting,the preview
1388,manual,drag n drop,NA
1389,multiple,undo functionality,the possibility
1389,return,any time,a previous status
1389,reject,all modification,NA
1390,history,functionality,change
1390,cancel,folder name,over or longer time
1391,script,functionality,action
1391,use,a later time,NA
1392,show,long name,a tooltiptext
1393,coloured,marking,changed folder name
1394,get,position,character
1394,replace,the right position,NA
1395,b,multi language aility,the implementation
1395,multi,language,NA
1396,command,line option,the program
1397,update,the program,NA
1398,take,data,a server
1398,take,a laptop,the road
1398,synchronize,your laptop,the server
1398,return,travel,a large volume
1398,synchronize,only one the file,date
1399,maintain,folder,date
1399,maintain,recent change mirroring raid winsynchro,your synchronization
1399,run,interval,time or specific time pro version
1400,perform,unidirectional or bidirectional synchronization winsynchro,a a manager
1400,use,automatic or manual backup backup,a only file
1401,use,the context menu,all folder
1401,appear,the window,winsynchro
1402,save,the folder,NA
1403,get,a quick and complete overview,the hierachical structure
1403,get,content,a new folder
1404,find,the most recently modified file,a folder hierarchy
1404,modify,document,NA
1405,find,the file,folder
1405,take,the most space,your hard drive
1405,move,a different drive,NA
1406,find,duplicate file file,identical content
1406,find,your document folder,NA
1407,copy,the entire content,one external hard drive
1408,backup,the file,your main hard drive
1408,backup,an external drive,NA
1409,search,file,a paticular name
1410,extract,file,a particular type
1410,extract,example image file,a hierarchy
1410,move,a different root folder,NA
1411,complete,integration,ntfs dfs
1411,complete,active directory administration,a single tool
1412,create,complex search,no need
1412,write,ldap filter,NA
1414,compare,mmc,explorer
1414,increase,your productivity,NA
